player_name,position,minutes_played,dpr,dpr_breakdown__defensive_impact,dpr_breakdown__build_up_quality,dpr_breakdown__positioning_score,dpr_breakdown__physical_play,status,team,number,key_stats_p90__shots_p90,key_stats_p90__shots_on_target_p90,key_stats_p90__goals_p90,key_stats_p90__passes_p90,key_stats_p90__successful_passes_p90,key_stats_p90__unsuccessful_passes_p90,key_stats_p90__key_passes_p90,key_stats_p90__assists_p90,key_stats_p90__avg_pass_distance_p90,key_stats_p90__progressive_passes_p90,key_stats_p90__duels_p90,key_stats_p90__duels_won_p90,key_stats_p90__tackles_p90,key_stats_p90__successful_tackles_p90,key_stats_p90__tackle_success_rate_pct_p90,key_stats_p90__interceptions_p90,key_stats_p90__clearances_p90,key_stats_p90__recoveries_p90,key_stats_p90__blocked_shots_p90,key_stats_p90__dribbles_p90,key_stats_p90__successful_dribbles_p90,key_stats_p90__dribble_success_rate_pct_p90,key_stats_p90__shot_accuracy_pct_p90,key_stats_p90__goal_conversion_pct_p90,key_stats_p90__passing_accuracy_pct_p90,key_stats_p90__key_pass_rate_pct_p90,key_stats_p90__duel_success_rate_pct_p90,raw_stats__possession__your_possession_time_seconds,raw_stats__possession__possession_pct,raw_stats__distribution__passes,raw_stats__distribution__successful_passes,raw_stats__distribution__unsuccessful_passes,raw_stats__distribution__passing_accuracy_pct,raw_stats__distribution__key_passes,raw_stats__distribution__key_pass_rate_pct,raw_stats__distribution__assists,raw_stats__distribution__avg_pass_distance,raw_stats__distribution__progressive_passes,raw_stats__attack__shots,raw_stats__attack__shots_on_target,raw_stats__attack__goals,raw_stats__attack__shot_accuracy_pct,raw_stats__attack__goal_conversion_pct,raw_stats__dribbles__dribbles,raw_stats__dribbles__successful_dribbles,raw_stats__dribbles__dribble_success_rate_pct,raw_stats__defense__duels,raw_stats__defense__duels_won,raw_stats__defense__duel_success_rate_pct,raw_stats__defense__tackles,raw_stats__defense__successful_tackles,raw_stats__defense__tackle_success_rate_pct,raw_stats__defense__interceptions,raw_stats__defense__clearances,raw_stats__defense__recoveries,raw_stats__defense__blocked_shots,raw_stats__discipline__fouls_conceded,raw_stats__discipline__yellow_cards,raw_stats__discipline__red_cards,shots_p90,shots_on_target_p90,goals_p90,passes_p90,successful_passes_p90,unsuccessful_passes_p90,key_passes_p90,assists_p90,avg_pass_distance_p90,progressive_passes_p90,duels_p90,duels_won_p90,tackles_p90,successful_tackles_p90,tackle_success_rate_pct_p90,interceptions_p90,clearances_p90,recoveries_p90,blocked_shots_p90,dribbles_p90,successful_dribbles_p90,dribble_success_rate_pct_p90,shot_accuracy_pct_p90,goal_conversion_pct_p90,passing_accuracy_pct_p90,key_pass_rate_pct_p90,duel_success_rate_pct_p90,dpr_breakdown__game_control,dpr_breakdown__transition_play,dpr_breakdown__defensive_contribution,dpr_breakdown__creativity,dpr_breakdown__work_rate,dpr_breakdown__finishing_quality,dpr_breakdown__offensive_contribution,dpr_breakdown__link_up_play,dpr_breakdown__movement_threat,dpr_breakdown__shot_stopping,dpr_breakdown__distribution_quality,dpr_breakdown__command_area,dpr_breakdown__ball_playing,dpr_breakdown__consistency,raw_stats__goalkeeper__shots_faced,raw_stats__goalkeeper__saves,raw_stats__goalkeeper__goals_conceded,raw_stats__goalkeeper__save_pct,raw_stats__goalkeeper__shots_on_target_against,raw_stats__goalkeeper__goals_against,saves_p90,goals_conceded_p90,shots_faced_p90,shots_on_target_against_p90,goals_against_p90,save_pct_p90,saves_per90,goals_against_per90,shots_on_target_against_per90,save_pct,match_number,match_id,added_at,position_history,position_changed,shots_raw,shots_on_target_raw,goals_raw,passes_raw,successful_passes_raw,unsuccessful_passes_raw,passing_accuracy_pct_raw,key_passes_raw,assists_raw,avg_pass_distance_raw,progressive_passes_raw,duels_raw,duels_won_raw,tackles_raw,successful_tackles_raw,interceptions_raw,clearances_raw,recoveries_raw,blocked_shots_raw,dribbles_raw,successful_dribbles_raw,dribble_success_rate_pct_raw,note
"Barro, Bel",CDM,852.39,47.55,34.62,53.11,70.28,35.2,starter,Coastal Town,40,0.0,0.0,0.0,0.0,57.85,40.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,70.63,0.0,0.0,0.0,0.0,0.0,54.1,47.17,58.22,58.41,55.38,63.33,58.04,10433,20.4,561,158,403,28.16,2,0.36,0,29.79,2,8,1,0,12.5,0.0,5,4,80.0,41,24,58.54,15,6,40.0,3,28,1,1,1,2,0,0.845,0.106,0.0,59.233,16.68,42.55,0.211,0.0,3.145,0.211,4.329,2.534,1.584,0.63,4.22,0.317,2.956,0.106,0.106,0.528,0.42,8.45,1.32,30.56,2.97,0.04,6.18,63.99,50.02,30.06,47.31,71.88,69.66,20.16,39.64,35.75,26.19,75.8,64.78,60.33,74.98,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,64.29,4,7,2,39.25,11,Match_303,2024-12-10T03:46:49.793707+00:00,[],0,8,1,0,561,158,403,76.21,2,0,3.38,2,41,24,15,6,3,28,1,1,5,4,40.86,
"Merino, Josh",LB,981.32,55.12,40.62,57.36,57.19,68.53,substitute,Coastal Town,71,0.0,0.0,0.0,0.0,42.11,48.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.43,40.56,0.0,0.0,0.0,0.0,0.0,61.56,34.22,35.29,60.41,51.42,64.77,41.01,5135,8.72,425,381,44,89.65,16,3.76,1,23.82,13,5,1,0,20.0,0.0,11,0,0.0,31,20,64.52,3,1,33.33,5,9,1,0,3,1,0,0.459,0.092,0.0,38.978,34.94,4.04,1.467,0.092,2.185,1.192,2.843,1.834,0.275,0.09,3.06,0.459,0.825,0.092,0.0,1.009,70.46,32.09,1.83,56.03,8.22,0.34,5.92,51.35,62.35,60.64,78.41,75.0,78.27,53.24,42.51,41.66,51.13,73.23,71.92,42.61,40.71,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49.11,3,1,1,60.28,6,Match_147,2025-06-08T21:50:14.794705+00:00,[],0,5,1,0,425,381,44,35.04,16,1,2.69,3,31,20,3,1,5,9,1,0,11,0,49.86,
"Tabelin, Kirvy",CM,1072.66,45.08,31.8,25.03,72.96,41.38,DNP,Lyceum,93,0.0,0.0,0.0,0.0,79.45,58.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,59.0,0.0,0.0,0.0,0.0,0.0,39.96,57.36,79.05,74.19,74.25,33.04,55.48,15011,23.32,477,477,0,100.0,7,1.47,1,10.17,3,15,4,1,26.67,6.67,13,1,7.69,5,3,60.0,4,4,100.0,2,17,8,3,2,2,0,1.259,0.336,0.084,40.022,40.02,76.32,0.587,0.084,0.853,0.252,0.42,0.252,0.336,0.34,8.39,0.168,1.426,0.671,0.252,1.091,0.08,0.65,2.24,0.56,8.39,0.12,5.03,31.75,23.24,23.77,33.41,31.39,68.51,37.81,46.99,51.97,60.3,25.99,22.85,79.99,64.42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,75.13,4,2,4,56.74,18,Match_49,2025-02-20T16:01:07.795706+00:00,[],0,15,4,1,477,477,0,36.96,7,1,3.01,3,5,3,4,4,2,17,8,3,13,1,49.49,
"Apostol, Carlo",ST,190.41,33.0,35.0,68.0,27.41,52.13,substitute,Eastview Rangers,17,0.0,0.0,0.0,0.0,68.16,74.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.99,32.97,0.0,0.0,0.0,0.0,0.0,52.17,33.86,79.48,52.96,66.45,64.15,44.01,803,7.03,83,0,83,0.0,1,1.2,0,9.99,3,3,3,0,100.0,0.0,3,3,100.0,6,3,50.0,3,1,33.33,0,1,1,0,0,1,0,1.418,1.418,0.0,39.231,74.12,39.23,0.473,0.0,4.722,1.418,2.836,1.418,1.418,0.47,15.75,0.0,0.473,0.473,0.0,1.418,1.42,47.27,47.27,43.51,40.46,0.57,23.63,45.04,50.21,27.56,61.22,57.97,49.95,75.67,44.13,59.02,42.86,57.1,66.75,77.28,21.83,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,77.89,1,5,3,56.77,16,Match_65,2025-06-23T12:45:42.795706+00:00,[],0,3,3,0,83,0,83,24.93,1,0,1.71,3,6,3,3,1,0,1,1,0,3,3,24.61,
"Fernandez, Laurence",RWB,627.27,74.79,73.08,68.17,21.38,75.78,substitute,2 Worlds FC,87,0.0,0.0,0.0,0.0,46.17,34.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.04,76.75,0.0,0.0,0.0,0.0,0.0,79.24,63.88,51.03,53.69,43.16,56.44,40.89,4081,10.84,759,498,261,65.61,34,4.48,3,5.08,19,6,3,0,50.0,0.0,2,2,100.0,25,18,72.0,6,2,33.33,4,13,2,1,1,0,0,0.861,0.43,0.0,108.9,71.45,37.45,4.878,0.43,0.729,2.726,3.587,2.583,0.861,0.29,4.78,0.574,1.865,0.287,0.143,0.287,0.29,14.35,7.17,31.39,9.41,0.64,10.33,74.81,76.86,43.97,68.36,22.64,53.15,30.41,76.12,30.92,20.77,66.99,70.83,73.18,35.81,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,69.91,2,1,3,65.29,9,Match_58,2025-07-21T20:03:40.796706+00:00,[],0,6,3,0,759,498,261,34.22,34,3,3.46,2,25,18,6,2,4,13,2,1,2,2,53.36,
"Abellana, Marco",GK,1220.66,67.17,21.38,25.29,25.86,63.61,starter,Far Eastern University,18,0.0,0.0,0.0,0.0,36.71,76.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8,41.59,0.0,0.0,0.0,0.0,0.0,38.94,42.16,31.45,61.64,66.5,74.33,50.46,5245,7.16,254,4,250,1.57,4,1.57,0,23.9,9,5,2,0,40.0,0.0,17,5,29.41,32,14,43.75,16,9,56.25,0,7,7,1,3,2,0,0.369,0.147,0.0,18.728,0.29,18.43,0.295,0.0,1.762,0.664,2.359,1.032,1.18,0.66,4.15,0.0,0.516,0.516,0.074,1.253,0.37,2.17,2.95,65.81,0.12,0.12,3.23,31.61,42.93,75.33,48.92,55.35,59.92,46.83,72.93,65.22,56.92,32.86,21.0,39.76,65.6,37,23,14,62.16,37,14,1.696,1.032,2.728,2.728,1.032,4.58,1,2,6,32.34,20,Match_59,2025-09-13T03:05:45.796706+00:00,[],0,5,2,0,254,4,250,73.84,4,0,2.88,7,32,14,16,9,0,7,7,1,17,5,65.95,
"Mapula, Paul Joshua",CDM,720.35,63.51,70.08,39.9,61.33,28.95,substitute,Valley Rovers,96,0.0,0.0,0.0,0.0,72.11,79.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9,55.12,0.0,0.0,0.0,0.0,0.0,62.96,63.74,49.65,63.28,57.25,78.35,71.4,8962,20.74,496,193,303,38.91,9,1.81,0,14.98,18,15,1,1,6.67,6.67,3,2,66.67,43,12,27.91,16,14,87.5,7,9,9,1,0,2,0,1.874,0.125,0.125,61.97,24.11,37.86,1.124,0.0,1.872,2.249,5.372,1.499,1.999,1.75,10.93,0.875,1.124,1.124,0.125,0.375,0.25,8.33,0.83,0.83,4.86,0.23,3.49,73.46,42.05,59.81,59.75,59.81,72.36,29.53,74.37,63.01,74.06,65.61,26.65,33.1,34.73,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37.48,2,4,3,77.69,2,Match_241,2025-03-20T03:11:04.797706+00:00,[],0,15,1,1,496,193,303,83.33,9,0,4.62,2,43,12,16,14,7,9,9,1,3,2,37.65,
"Ybanez, Moimoi",CB,721.2,56.81,78.24,43.15,73.24,75.71,DNP,De La Salle University,91,0.0,0.0,0.0,0.0,52.97,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.57,60.42,0.0,0.0,0.0,0.0,0.0,38.22,52.81,37.78,65.52,73.5,77.0,39.0,4926,11.38,0,0,0,62.8,0,2.99,0,10.18,0,7,3,1,42.86,14.29,8,4,50.0,33,8,24.24,2,1,50.0,4,14,8,1,1,1,0,0.874,0.374,0.125,0.0,37.47,66.68,0.0,0.0,1.27,0.0,4.118,0.998,0.25,0.12,6.24,0.499,1.747,0.998,0.125,0.998,0.5,6.24,5.35,1.78,8.86,0.37,3.02,45.71,39.39,27.22,64.89,27.07,57.03,49.58,35.43,33.44,56.79,41.34,39.1,66.05,66.72,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,68.33,3,5,3,24.64,3,Match_339,2025-08-19T04:50:49.798705+00:00,[],0,7,3,1,0,0,0,21.28,0,0,4.78,4,33,8,2,1,4,14,8,1,8,4,49.1,
"Encaya, Pius",CB,793.59,73.54,36.48,67.62,31.79,38.0,substitute,Hillcrest Athletic,65,0.0,0.0,0.0,0.0,54.31,38.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.83,40.6,0.0,0.0,0.0,0.0,0.0,64.88,68.04,62.59,50.03,75.1,78.89,50.34,15351,32.24,210,186,24,88.57,4,1.9,0,27.15,5,10,0,1,0.0,10.0,2,0,0.0,49,19,38.78,9,1,11.11,3,4,6,1,1,2,0,1.134,0.0,0.113,23.816,21.09,2.72,0.454,0.0,3.079,0.567,5.557,2.155,1.021,0.11,1.26,0.34,0.454,0.68,0.113,0.227,44.29,31.53,64.8,1.13,10.04,0.22,4.4,20.3,70.31,40.02,33.15,64.87,42.48,72.87,43.95,79.21,49.16,75.71,39.58,36.35,72.85,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.34,1,4,6,73.79,10,Match_106,2025-03-22T03:53:36.798705+00:00,[],0,10,0,1,210,186,24,56.52,4,0,0.45,4,49,19,9,1,3,4,6,1,2,0,32.06,
"Perez, Pedro",CAM,740.39,49.86,40.41,39.2,28.33,74.85,starter,San Beda University,87,0.0,0.0,0.0,0.0,68.85,35.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.12,63.98,0.0,0.0,0.0,0.0,0.0,42.19,50.71,64.59,43.45,65.49,72.0,60.17,11965,26.93,184,65,119,35.33,0,0.0,0,5.68,3,9,5,1,55.56,11.11,10,4,40.0,25,12,48.0,4,2,50.0,2,12,3,1,1,1,0,1.094,0.608,0.122,22.367,7.9,14.47,0.0,0.0,0.69,0.365,3.039,1.459,0.486,0.24,6.08,0.243,1.459,0.365,0.122,1.216,0.49,4.86,6.75,1.35,4.29,38.46,5.83,43.18,45.01,33.05,56.44,43.86,58.48,36.02,64.9,20.15,53.67,66.61,21.34,48.83,40.6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,64.54,3,2,7,49.01,1,Match_114,2025-01-26T18:03:03.799706+00:00,[],0,9,5,1,184,65,119,80.77,0,0,0.79,2,25,12,4,2,2,12,3,1,10,4,44.77,
"Alonzo, Kaye",LWB,911.12,74.2,45.91,48.25,49.56,40.18,substitute,Lyceum,29,0.0,0.0,0.0,0.0,43.1,36.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.65,33.76,0.0,0.0,0.0,0.0,0.0,70.77,62.76,73.48,53.97,36.05,35.89,44.0,13640,24.95,267,267,0,100.0,5,1.87,3,20.73,20,0,0,0,39.9,8.55,5,1,20.0,24,19,79.17,11,5,45.45,6,18,3,1,3,2,0,0.0,0.0,0.0,26.374,26.37,77.5,0.494,0.296,2.048,1.976,2.371,1.877,1.087,0.49,4.49,0.593,1.778,0.296,0.099,0.494,0.1,1.98,3.94,0.84,9.88,0.18,7.82,44.63,53.82,77.04,63.56,69.8,35.94,56.75,73.86,49.21,76.8,61.64,37.91,26.75,32.63,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,77.83,3,5,5,64.34,6,Match_53,2025-02-27T20:12:00.799706+00:00,[],0,0,0,0,267,267,0,42.49,5,3,1.55,3,24,19,11,5,6,18,3,1,5,1,53.81,
"Tabelin, Kirvy",CAM,729.45,52.63,70.04,60.45,54.92,78.08,starter,City United,45,0.0,0.0,0.0,0.0,40.33,74.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7,37.5,0.0,0.0,0.0,0.0,0.0,71.74,36.62,33.44,42.9,52.17,72.35,64.07,8525,19.48,288,205,83,71.18,1,0.35,0,29.02,12,9,3,0,33.33,0.0,21,13,61.9,26,4,15.38,11,0,0.0,4,10,4,2,1,1,0,1.11,0.37,0.0,35.534,25.29,10.24,0.123,0.0,3.581,1.481,3.208,0.494,1.357,40.49,32.55,0.494,1.234,0.494,0.247,2.591,1.6,7.64,4.11,37.68,8.78,0.04,1.9,40.64,64.81,38.08,49.27,75.68,25.86,44.53,22.66,67.24,74.6,66.4,35.75,58.42,66.6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,69.26,4,1,4,69.74,5,Match_214,2025-07-24T09:09:43.800706+00:00,[],0,9,3,0,288,205,83,64.25,1,0,0.81,5,26,4,11,0,4,10,4,2,21,13,47.5,
"Alonzo, Kaye",CF,795.4,30.04,24.67,40.88,60.67,59.54,starter,Southgate United,50,0.0,0.0,0.0,0.0,54.95,46.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.84,54.73,0.0,0.0,0.0,0.0,0.0,69.44,44.78,38.61,78.88,50.22,36.16,58.94,2604,5.46,351,215,136,61.25,6,1.71,0,10.15,1,15,2,1,13.33,6.67,12,8,66.67,9,2,22.22,16,9,56.25,2,11,8,1,2,0,0,1.697,0.226,0.113,39.716,24.33,15.39,0.679,0.0,1.148,0.113,1.018,0.226,1.81,1.02,6.36,0.226,1.245,0.905,0.113,1.358,0.91,7.54,1.51,0.75,6.93,0.19,2.51,22.36,26.29,64.98,76.41,47.6,67.43,36.18,22.01,52.58,62.04,30.69,51.74,38.83,25.87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.64,4,1,2,75.3,3,Match_220,2025-02-02T22:07:29.801706+00:00,[],0,15,2,1,351,215,136,40.12,6,0,0.02,3,9,2,16,9,2,11,8,1,12,8,55.05,
"Moleje, Josh",CM,1082.36,36.34,44.31,60.34,33.5,48.79,starter,Lyceum,79,0.0,0.0,0.0,0.0,60.47,40.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.9,79.26,0.0,0.0,0.0,0.0,0.0,52.62,32.92,50.82,55.96,70.13,33.21,61.06,20523,31.6,486,8,478,1.65,10,2.06,1,4.65,9,19,14,1,73.68,5.26,6,3,50.0,18,3,16.67,7,3,42.86,4,19,11,2,4,3,0,1.58,1.164,0.083,40.412,0.67,39.75,0.832,0.083,0.387,0.748,1.497,0.249,0.582,0.25,3.56,0.333,1.58,0.915,0.166,0.499,0.25,4.16,6.13,0.44,0.14,0.17,1.39,66.31,54.07,46.5,69.21,23.75,61.67,51.21,21.34,62.22,71.25,73.48,20.66,23.09,47.38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,46.85,3,3,3,46.53,10,Match_258,2025-03-11T10:24:57.801706+00:00,[],0,19,14,1,486,8,478,28.56,10,1,3.93,2,18,3,7,3,4,19,11,2,6,3,33.0,
"Santos, Diego",RW,1060.41,53.38,78.71,70.57,68.6,71.91,starter,Eastview Rangers,70,0.0,0.0,0.0,0.0,69.84,74.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.93,40.21,0.0,0.0,0.0,0.0,0.0,38.02,37.69,72.95,56.96,52.21,79.34,58.2,7389,11.61,502,168,334,33.47,2,0.4,0,22.1,29,38,10,3,26.32,7.89,35,12,34.29,9,3,33.33,23,1,4.35,8,6,11,1,2,1,0,3.225,0.849,0.255,42.606,14.26,28.35,0.17,0.0,1.876,2.461,0.764,0.255,1.952,0.08,0.37,0.679,0.509,0.934,0.085,2.971,1.02,2.91,2.23,0.67,2.84,0.03,2.83,43.66,65.49,39.11,77.83,57.75,36.37,74.88,62.0,30.85,61.19,39.02,37.18,24.58,51.25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,56.93,4,2,1,86.95,16,Match_220,2025-09-12T18:56:59.802706+00:00,[],0,38,10,3,502,168,334,70.66,2,0,4.83,3,9,3,23,1,8,6,11,1,35,12,64.78,
"Bacaycay, Kurt",LWB,597.25,47.15,52.5,74.69,20.69,20.1,substitute,University of the Philippines,24,0.0,0.0,0.0,0.0,79.06,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.74,31.09,0.0,0.0,0.0,0.0,0.0,65.07,72.32,56.59,79.97,31.75,44.1,47.36,8323,23.23,836,585,251,69.98,7,0.84,2,25.8,25,5,2,0,40.0,0.0,8,3,37.5,21,4,19.05,13,13,100.0,1,5,4,0,2,1,0,0.753,0.301,0.0,125.977,88.15,37.82,1.055,0.301,3.888,3.767,3.165,0.603,1.959,1.96,15.07,0.151,0.753,0.603,0.0,1.206,0.45,5.65,6.03,40.14,10.55,0.13,2.87,48.9,66.66,75.21,48.12,48.97,63.94,20.63,45.31,59.9,46.13,78.28,34.23,47.9,28.66,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,42.94,3,5,2,42.99,9,Match_267,2025-04-26T16:17:48.803706+00:00,[],0,5,2,0,836,585,251,48.85,7,2,3.18,4,21,4,13,13,1,5,4,0,8,3,65.57,
"Labrador, Sean",ST,1247.43,64.23,35.01,67.86,21.99,53.87,substitute,San Beda University,50,0.0,0.0,0.0,0.0,44.11,58.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.33,72.76,0.0,0.0,0.0,0.0,0.0,61.1,57.33,72.91,33.2,51.96,50.96,75.26,20918,27.95,232,232,0,100.0,5,2.16,2,28.82,6,38,13,4,34.21,10.53,43,21,48.84,13,13,100.0,22,3,13.64,4,8,12,1,1,3,0,2.742,0.938,0.289,16.738,16.74,67.07,0.361,0.144,2.079,0.433,0.938,0.938,1.587,0.22,0.98,0.289,0.577,0.866,0.072,3.102,1.52,3.52,2.47,0.76,7.21,0.16,7.21,62.58,49.19,20.93,37.9,40.18,59.72,26.87,77.68,47.04,23.18,53.14,64.24,42.43,54.43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,48.72,3,4,4,41.05,13,Match_32,2025-01-10T21:54:08.803706+00:00,[],0,38,13,4,232,232,0,52.95,5,2,0.74,3,13,13,22,3,4,8,12,1,43,21,57.43,
"Dela Cruz, Marco",GK,1350.0,69.27,39.58,25.07,38.69,75.1,starter,Lakeside Athletic,31,0.0,0.0,0.0,0.0,55.56,71.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.95,54.33,0.0,0.0,0.0,0.0,0.0,48.67,53.42,73.62,58.19,55.62,62.53,51.43,12726,15.71,72,41,31,56.94,1,1.39,0,26.42,6,6,0,0,0.0,0.0,13,0,0.0,27,15,55.56,34,19,55.88,5,9,16,1,4,1,0,0.4,0.0,0.0,4.8,2.73,2.07,0.067,0.0,1.761,0.4,1.8,1.0,2.267,1.27,3.73,0.333,0.6,1.067,0.067,0.867,54.27,71.99,43.13,58.59,3.8,0.09,3.7,42.64,33.06,61.42,40.71,21.56,29.78,24.89,22.83,68.47,25.31,74.65,34.67,25.21,39.83,38,38,0,100.0,38,0,2.533,0.0,2.533,2.533,0.0,6.67,2,4,4,48.54,20,Match_285,2025-10-15T03:01:29.804706+00:00,[],0,6,0,0,72,41,31,85.21,1,0,0.46,4,27,15,34,19,5,9,16,1,13,0,29.47,
"Taberos, Earl",CM,538.18,38.99,38.61,76.5,59.36,62.86,substitute,San Beda University,50,0.0,0.0,0.0,0.0,47.38,63.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.28,34.9,0.0,0.0,0.0,0.0,0.0,42.35,35.6,50.04,46.67,32.11,31.85,52.81,6055,18.75,381,309,72,81.1,15,3.94,2,10.86,18,5,2,1,40.0,20.0,0,0,43.71,14,8,57.14,6,2,33.33,2,9,1,0,3,0,0,0.836,0.334,0.167,63.715,51.67,12.04,2.508,0.334,1.816,3.01,2.341,1.338,1.003,0.33,5.57,0.334,1.505,0.167,0.0,0.0,55.47,7.31,6.69,3.34,13.56,0.66,9.56,55.23,62.96,60.58,60.1,33.99,24.8,65.75,65.62,22.68,33.55,35.85,67.47,64.91,63.35,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,63.75,1,3,2,38.34,2,Match_302,2025-03-03T07:16:41.805706+00:00,[],0,5,2,1,381,309,72,68.91,15,2,4.46,4,14,8,6,2,2,9,1,0,0,0,59.39,
"Santos, Diego",GK,113.74,43.1,60.42,41.07,40.49,28.99,starter,Lyceum,58,0.0,0.0,0.0,0.0,37.98,76.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.72,57.73,0.0,0.0,0.0,0.0,0.0,47.31,49.49,34.52,72.33,49.62,73.64,60.48,1120,16.41,32,7,25,21.88,2,6.25,0,22.81,1,1,0,0,0.0,0.0,0,0,77.26,3,1,33.33,0,0,62.78,0,3,1,0,0,1,0,0.791,0.0,0.0,25.321,5.54,19.78,1.583,0.0,18.049,0.791,2.374,0.791,0.0,64.6,49.68,0.0,2.374,0.791,0.0,0.0,61.5,61.13,64.08,41.95,17.31,4.95,26.37,53.92,47.36,29.99,60.99,32.61,50.41,36.1,79.34,21.48,32.19,20.62,50.45,77.4,42.81,2,0,2,0.0,2,2,0.0,1.583,1.583,1.583,1.583,53.39,0,3,3,64.01,9,Match_235,2025-11-14T16:54:36.805706+00:00,[],0,1,0,0,32,7,25,43.26,2,0,0.6,4,3,1,0,0,0,3,1,0,0,0,50.84,
"Santos, Marco",GK,626.53,74.42,27.39,53.23,45.17,31.25,DNP,Harborview United,31,0.0,0.0,0.0,0.0,70.75,70.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,41.45,0.0,0.0,0.0,0.0,0.0,46.02,50.03,33.91,55.68,69.31,64.34,53.5,7582,20.17,45,45,0,100.0,0,0.0,0,28.75,1,9,2,2,22.22,22.22,7,3,42.86,15,8,53.33,12,12,100.0,6,12,6,1,1,1,0,1.293,0.287,0.287,6.464,6.46,47.54,0.0,0.0,4.13,0.144,2.155,1.149,1.724,1.72,14.36,0.862,1.724,0.862,0.144,1.006,0.43,6.16,3.19,3.19,14.36,41.01,7.66,67.58,44.41,78.01,59.19,30.08,32.1,33.91,61.06,66.58,23.11,28.59,57.01,75.74,35.13,17,12,5,70.59,17,5,1.724,0.718,2.442,2.442,0.718,10.14,3,3,3,35.21,10,Match_194,2025-09-29T15:44:40.806706+00:00,[],0,9,2,2,45,45,0,59.24,0,0,4.86,2,15,8,12,12,6,12,6,1,7,3,67.48,
"Tabay, Albin",LB,872.02,63.01,38.16,27.92,39.98,21.79,starter,Lakeside Athletic,53,0.0,0.0,0.0,0.0,60.83,71.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.06,30.04,0.0,0.0,0.0,0.0,0.0,66.5,63.69,69.16,32.07,32.75,45.82,76.94,11540,22.06,517,517,0,100.0,3,0.58,0,12.48,8,5,2,0,40.0,0.0,5,4,80.0,12,4,33.33,19,13,68.42,1,13,9,1,3,1,0,0.516,0.206,0.0,53.359,53.36,40.04,0.31,0.0,1.288,0.826,1.239,0.413,1.961,1.34,7.06,0.103,1.342,0.929,0.103,0.516,0.41,8.26,4.13,51.53,10.32,0.06,3.44,53.43,78.26,45.46,51.8,77.64,52.66,21.64,30.83,33.72,55.41,27.8,27.34,73.26,75.02,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,77.54,3,4,4,68.96,19,Match_395,2025-08-01T07:05:31.807706+00:00,[],0,5,2,0,517,517,0,60.95,3,0,2.27,2,12,4,19,13,1,13,9,1,5,4,43.73,
